date;name;review;favorite;model
04/25/2007;Cholie;This an overall great car. My husband and I really like the boxy look from the back and the ground effects are subtle but make the car look great it gives it a fuller look. The seats are a little hard, I find my self adjusting the seat a lot to try to find some comfort and I just can't find it. I also wish they all came with standard steering wheel radio controls. The ride around town is great, but on the highway it gets kinda shakey. ;Heated seats, leatherette, all the cup holders.;volkswagen_jetta
04/12/2007;J;I bought the Jetta thinking it was a German car that was pricey but worth the money due to the materials and workmanship. I am incredibly disappointed. When I picked up the car the keyless entry didn't work and the radio had interference. The dealer to date is unable to fix the radio. It sounds bad enough to drive me crazy and not terrible enough for the VW people to care. They replaced the radio once and it still is not fixed. Even worse I had to visit the dealership 7 times to have them keep trying to fix it. That is not including the 8 times for them to fix my keyless entry. I have only owned Hondas until this VW. I will never buy a VW again.;Handling.;volkswagen_jetta
04/09/2007;dj;"Overall, I like the car but, they need to go back to the drawing board with the driver's seat. It is not comfortable if you have a short torso and I have to use a lumbar cushion if I drive very far. The seatbelt receiver is very low if you have to elevate the seat (it elevates up and forward) and it is so rigid (not like the flexible, higher version used for the passenger seat) that it causes the seatbelt ""handle"" to jab deeply into your hip and cause severe bruising. I am an average sized person and have never had this type of problem with any car that I have driven in 30 years. Be sure that you test drive the car with the seat adjusted to your fit and drive it around awhile. ";Gas mileage... averaging 31mpg, trunk space.;volkswagen_jetta
04/06/2007;GB;This car is surprisingly quick for a base engine with automatic. The six speed trans is very smooth and is programmed perfectly. Handling is excellent and performance in snow is very good. The interior is very good, but I'm not sure I like the placement of the cruise control lever. Love the heated seats and chilled glove box. Sunroof is very well designed with little wind noise even at highway speeds. So far there have been no problems with any part of the car. ;Heated seats and controls. Sunroof. Interior design.;volkswagen_jetta
04/05/2007;W Brown;"I purchased a used 1.8 Turbo (2003). My pleasure at owning this car led to the purchase of our new Jetta. I am greatly pleased with the handling and performance of the new Jetta. It does, however, seem so much ""bigger"" than the older car. The Tiptronic trans. is excellent, and snaps off manual shifts faster than any human could perform.One of the most impressive things about the car, is the build quality. Truly German, a poor man's BMW.";Acceleration!! Braking! Highway cruising.;volkswagen_jetta
04/04/2007;kpad1ne;My girlfriend works for Volkswagen & I was skeptical when she bought her 07 Jetta.I am a die hard Nissan/tuner enthusiast & I am amazed with the performance & smooth ride of German vehicles, in this case VWs Jetta.The car has great acceleration & good power considering its weight & remote 150hp, but could pack a punch when you need it to.The 6spd auto/DSG feature is great & the comfort, interior quality, & ride is amazing, not to mention the car is affordable.Black is the best color for the Jetta as it highlights all of its elegance & compliments the chrome front grille the best.I am in love & will be purchasing one for myself, the GLI of course.;Great acceleration for only having 150hp, smooth & comfortable ride, interior gauges have an awesome color, and most importantly a best buy for the price compared to other vehicles within the same class, doesn't feel like you're driving a tin can like most of these imports-VDUB has found a new fan!;volkswagen_jetta
03/18/2007;Greg;"This is my first ""new"" car. I also own a 1965 El Camino, and have been looking at new cars for three main reasons: 1) safety, 2) comfort, 3) gas mileage. This car was the only one that I was looking at in the $20,000 range that had full side curtain airbags for the driver, passenger, and rear seats. The bucket seats are very comfortable for long driving periods, and the car's estimated gas mileage is 22-30 mpg, though I find myself getting about 24-26 mpg on regular-unleaded. This is not my dream car, but for a college student who has a shallow wallet the price for what your getting is defiantly superior to comparable models.";This car has good interior and exterior design features that pay attention to detail. For example, tap the blinker lever and the blinkers blink three times then disengage. This keeps my hands on the wheel and my mind on the road.;volkswagen_jetta
03/16/2007;jessie brouillette;I have had my Jetta since 09/05. I have only had one problem with it, which was the truck latch didn't work all the time. They replaced it and I have had no problems since. I have owned Hondas and the Jetta is much better built car on the outside and inside. Especially the seats, they have better quality leather. For people who are shorter, the inside is user friendly and comfortable. ;The body style and interior design.;volkswagen_jetta
03/15/2007;ProudJettaOwner;This is my second VW Jetta. I traded in my 2000 Jetta for the '07 Wolfsburg and WOW, what a difference! I actually bought the car, not loving the exterior, I bought it for the interior and everything it had to offer but since I have had it, I have grown to LOVE the body as well. ;The 6-speed automatic transmission and 5-cylinder engine. It is a h huge difference from my 2000 Jetta. I love the interior as well, and heated seats are a plus.;volkswagen_jetta
03/08/2007;Nicholas;The Jetta Wolfsburg was a welcome choice among the many configurations of the Jetta. It has just the right combination of options for the price, and is substantially less expensive than if you put the same option packages on the regular 2.5. The car is adequately responsive in the economy driving mode, but shift into the sport mode and it becomes a MUCH more powerful animal. Living in California, I find the Tiptronic to be especially useful for keeping the RPMs up for easily passing other cars on the many freeway mountain passes. While the last generation body style was more inspired, the current Jetta's lack of exterior edginess is more than made up for with its SUPERIOR interior. ;6-speed Tiptronic transmission, heated seats, aux. input for iPod, and interior room and styling. ;volkswagen_jetta
03/05/2007;UnHappy;Looks can be deceiving! This car has a very uncomfortable ride. The seats are back killers. Whenever I drive the car for more than 30 - 40 minutes the middle of my back tightens up. I've never had back problems, but now whenever I drive the Jetta for more then 30 minutes, my back tightens up. Adjusting the seat hasn't helped. In 35 years of driving dozens of vehicles, this is the worst ride I have ever experienced. I wish I could sell it without losing my butt. VW's response was there isn't a design flaw. I'll never buy a VW again! ;volkswagen_jetta;volkswagen_jetta
03/01/2007;Sam in Utica, NY;My Jetta Wolfsburg constantly surprises me. After the 1,000 mile break-in, my gas mileage was 34 MPG on my last trip. The car takes regular gas, not premium as noted in some articles. It has plenty of pep with the manual transmission. I drove an automatic five cylinder and was underwhelmed by it's performance. Do yourself a favor and buy the 5-speed. You'll save over $1,000 and have more fun driving. My last Jetta was an '03 Wolfsburg with the 1.8T. The 2.5 reminds me of my old Jetta, but the quality and reliability of the '07 has greatly improved.;The black exterior with beige interior;volkswagen_jetta
02/21/2007;Larry$;I purchased this car as an alternative to the GTI, GLI and Rabbit. The GTI and GLI were just too expensive when loaded up with the options I wanted while the Rabbit even fully loaded seemed lacking to me. The Wolfsburg Edition is a joy to drive, it handles as nicely as the others in my opinion, and even with the 2.5 has more than enough zip for me. I use it mostly for my commute to work, 25 miles one way and also to load up guitars in the trunk for repair work I do on the side. The trunk space is huge and can be expanded into the back seat area - a big plus for me, the main reason for the GTI and Rabbit was cargo space. This car gets about 30 mpg highway which accounts for most of my driving.;The console and dash lighting is awesome, with two small detail lights over the console to give some light while driving. The sport mode on the Tiptronic is to die for. The detailing of side panels and plenty of crash protection are a major plus for any car, this has both. ;volkswagen_jetta
02/20/2007;LuvTheJetta;I researched other cars for about 3 months before I bought the Jetta Wolfsburg Edition. No other car could match the performance, safety, and features with the price of the Jetta. I love the standard options on the Wolfsburg. It is sporty but very comfortable inside. It's fun to drive and I've been happy with how powerful it is while maintaining decent gas mileage. ;The heated seats, sunroof, roomy interior, well-designed exterior, blinkers on the side mirrors, large trunk, fold- down back seat. ;volkswagen_jetta
02/08/2007;IL-VW;VW's exterior and interior material are much better than those that are used in most import and domestic autos, but mechanically I think they need to improve. We are currently having issues with oil consumption of 1 quart of 5W-40 synthetic oil ($5-6) every 1,300 miles and a soft brake pedal on cold starts. VW claims that 1 quart per 1,000 miles is normal. I do not agree with this, I think they got this spec. from the VW Bug. The dealer and VW Corp. will not fix these problems. Please, do your homework before you buy any VW. Try http://www.nhtsa.dot.gov/ for consumer complaints before you buy.;It has a nice exterior and interior.;volkswagen_jetta
02/02/2007;IML8;This is my second Jetta. While I am still partial to the old body style, I love the interior of the new Jetta and the extra room it provides. The biggest reason I bought a Jetta again was for their safety record, as I was recently in a head on car crash (I was in a Jeep Liberty).;The safety features.;volkswagen_jetta
02/02/2007;Kathy O;I looked at a lot of cars, and decided that the Jetta Wolfsburg Edition was the one for me. It has plenty of punch, a quality interior, and all the right extras. I didn't think I could get something so solid for what I was looking to spend. I love my VW. ;The options package is great (I live in the Northeast, where nasty weather is a problem). The telescoping steering column is also great. Auto up/down on all 4 windows is also great - I can't wait to enjoy the car in the summer weather as well!;volkswagen_jetta
02/01/2007;NJ Steve;I traded an '01 Cavalier with 136,000 miles on it for a VW Jetta Wolfsburg. My fiancee has an A4 Audi. These cars are very similar, but not the same. So far, other than the vanity light not working (dealer repaired), the car is great. It has lots of power, handles great, and it's comfortable. I wish it came in blue though. I think we are going to trade the A4 in on a Jetta GLI and save $6,000-$8,000. It just has no quattro AWD. I was leery about the car being built in Mexico. I was going to buy a Rabbit 4 door that was made in Germany, but for $500 or so more, I went with the Jetta and am glad that I did. I would not recommend the dealer though. They were typical BS artists with no product knowledge! I knew way more about all VWs than them.;The heated seats, acceleration, comfort, saftey, and handling!;volkswagen_jetta
01/28/2007;Matt;I just traded in my '01 Wolfsburg Edition for the new '07 model. The engine is solid;" it whines a bit at low speeds but has enough juice. The lack of a Turbo takes some of the ""fun factor"" out of it. The old one had one, but the lack of a turbo but probably makes for a more reliable ride. The styling is OK, it's grown on me a lot since I first saw it. I used to think it looked just like a Corolla but now think it looks a bit more distinguished, especially in black. It has lots of thoughtful extras. Overall I am happy, it has modest power, convincing leatherette, a moonroof, a 10-speaker stereo and heated seats plus a good warranty for under $20,000. I shopped the Altima (great but more money), Civic/Accord, Camry, and Fusion. This was the clear winner.";volkswagen_jetta
01/26/2007;Sonia;I've only had this car for three weeks but so far I am very pleased. It has a really smooth ride and is surprisingly roomy. I like the quality and simplicity of the interior, and for 150 hp, it's got quite a bit of pep. The only problem so far is that the remote trunk release has been temperamental in this freezing northeast weather.;The heated seats, manual transmission, interior layout, and leatherette.;volkswagen_jetta
01/26/2007;Jetta Family;"We have owned five Jettas. Our new Wolfsburg may be the best one yet. If you don't like the European ride and handling, do not buy one. The Wolfsburg is absolutely the best buy for the money. I don't know who evaluates vehicles for J.D. Power but they really have this ""thing"" for Japanese cars. Testing a car is almost totally subjective, the Power folks should have an open mind, not an empty one.";"The ride, fit and finish, value, safety and overall ""good feeling' when I drive it.";volkswagen_jetta
01/26/2007;camperjimmy;"I test drove fourteen different new cars during my search for the best value, including the new Rabbit, it was not for me(age thing). The salesman had a Jetta waiting for me when I got back, and WOW, of the fourteen, the Jetta was the only one that made me say ""WOW, that's a nice car."" There is lots of ho-hum vehicles out there, but this car is a blast to drive, has lot of room, and I get 29 mpg with the smooth 6-speed auto. I am very satisfied with this car and will buy another for my wife..";The quality interior, very comfortable seats, large doors for easy entry and exit from front and back seats. It feels like a quality car.;volkswagen_jetta
01/26/2007;Franco Lopez;"I love my new Jetta. All I have done to it is add a small Bazooka to have some punch to the music in the car. It drives great and feels like a tank compared to other Japanese cars that I had test driven prior to this one. To show me how well built it was, the 200 lbs. salesman hung himself on the door for 5 seconds, and the door still closed perfectly! He said: ""Don't try this on a Honda."" I thought that was funny. I love the Tiptronic automatic transmission and the sports mode, which gives me a pseudo-manual feel of a sporty driving experience. The rigid suspension helps in this as well. After test driving several makes and models, as soon as I drove the Jetta I knew that was my next car.";I love the heated seats! It only takes them about 30 seconds to warm up, even when starting the car on a winter morning (I do have a garage, though). Also, I love the MP3 connection. The heated water for the wipers is a nice feature as well. All four windows go up or down when you press the button once.;volkswagen_jetta
10/09/2009;BunnyLover;I have owned a LOT of cars in my day and this is most definitely at the top of my list. Solid(a very comfortable tank), stable, superb handling with 16-inch tires, 6-speed auto shifts effortlessly and almost imperceptibly, great acceleration, and a genuinely fun driving experience. Fuel economy is in keeping with what the vehicle offers in the way of horsepower and performance. I drive mostly highway and get about 30 mpg with a spirited driving style. As to my ratings, I would be hesitant to give anything a 10, which would mean it was perfect.;Performance, styling that sets it apart from many other cars in its class.;volkswagen_rabbit
09/20/2009;ladeyluck3;"I just bought my Rabbit and am OVERJOYED to have it. I went from a Blazer to this car and it meets all the needs I had with better gas mileage and more comfort. I happened upon this car while searching for an SUV. Great price, great quality as expected from VW. My 1st car was VW, and I love the reliability. Good stereo, great handling, I love the rear foldable seats. Great pickup and go, even with the a/c on! Very compassionate about this car! Passed over a 2010 Kia Soul for this car. Very satisfied! Don't pass up this car if you find one... haven't seen many. Heated seat a great plus! :) Very happy with my purchase from SUV to car. Consider it a ""crossover"". :)";Dash features, Heated seats, foldable back seats, pickup and go!;volkswagen_rabbit
09/03/2009;berlin58;" I searched a long time for a vehicle before I chose the Rabbit. I wanted something fun to drive, wasn't a gas guzzler, and foremost a car that I could be comfortable in. Being a rather large individual 6'5"" tall and 245 lbs. basically eliminates me from about 90% of the cars in the market, and this includes a lot of trucks and suv's. However, the Rabbit has loads of room. I have more than enough leg room, headroom, and shoulder room. When are the Japanese and American car companies going to get it??? Kudos to VW for building a car that a variety of body types can fit in. I really love this car, it's a blast to drive and I look forward to my daily commute where as before I did not."; Height adjustable seat, tilt/telescopic steering wheel, 6 disc CD changer, awesome sound system, blue illuminated gauges, abundant safety features, torquey and peppy inline 5 cyl. engine, classy interior.;volkswagen_rabbit
05/01/2009;jordan23;"In general, I'm pretty happy with this car. I had a problem with a rattle at the top of the dash, but the dealership fixed it without charge. Quite a bit of tire noise-probably the 17"" wheels. The door mirrors are quite small so you have to adjust them perfectly-used to hate this but not anymore. No reliability issues at all. Handling is very solid-buckled down generally, but a bump in a turn will upset the chassis. Great safety with all the airbags and traction/stability. The cabin feels very open with high roofline-very nice visibility. Comfortable even for the long haul. Generally a joy to drive. At this price point the Rabbit can't be beat. Would like power/DSG/handling of a GTI though";The ergonomics are top notch. The layout of the controls is very intuitive. Feels very solid - both handling and build wise. Has a lot of storage room - fold down the back seats and be amazed. Nice to be able to shift semi-manually to get best performance and mileage. Aux jack is amazing...love it!;volkswagen_rabbit
04/20/2009;Karl Muggenburg;"As a 6' 4"" enthusiast, my requirements are elbow room and fun to drive. This car fills the bill! I have had several VWs,and many others in the compact class since 1955, and this 2007 2.5 is the best overall! Solid and secure at ANY SPEED. By far the best overall combination of features and useful sophistication per dollar. This car is better than the maker says it is. Brakes and handling as delivered are outstanding, the engine and driveline give performance well ahead of its price class. If this 2.5 were available with the 6-speed manual, it would be a best buy by far! ";Ergonomics and ride quality are in a very high class all by themselves. Build quality is totally above reproach! The flat torque curve and good gear ratios get this car going with no fuss.;volkswagen_rabbit
04/07/2009;Kuya;I do not know why this people are saying bad thinks about this car!!! i was reading the reviews and ohh man.. i have never seen anything like that on my car. Good Performance, the Torque is great for this car. It handles pretty good. not problems with this car at all. Also, the oil change, you can do it in several places, like Goodyear, good people, good price for a synthetic oil. the brakes are really good, it could be better, but i cant complain. even i have driven my Stock Rabbit into a track race and it performs really good in corners. If you really take care of your car, and drive it responsible, you will receive response back from it!!! Love it! ;Everything.;volkswagen_rabbit
03/26/2009;Wen;Got this car 2 yrs. ago, now it's got 26,000 miles on it. It has been a great a little car, there are not problem so far, it gets 28 mpg on a 50 hwy & 50 city. Do my own oil change at every 5000 miles to save money. This car gets up and go love it.;performance & style;volkswagen_rabbit
02/01/2009;Sam;I have 58,000 miles on my 07 Rabbit and I have not had to make a single repair. For its size, the car rides well. Engine noise is noticeable and often enjoyable. I find the 6 speed automatic quite smooth. No problems with brakes, bass flare, weird electronics or any of the stuff I read here. I have a 48 inch rack and put 4 kayaks on it! What a car!;It is a bunch of fun to drive - cornering, acceleration, etc. Stereo is great, seats very comfy and heated, like the interior lights. . . .;volkswagen_rabbit
01/09/2009;BUNNY;I loved this car... Now I just can't wait to give it back! Seems like the problems just get worse. Air bag light is always on ... Got tired of getting it fixed. Electric Windows seem to have a mind of their own. Then the wipers, lets just say I had to change the motor. Now I have a epc starting problems... That no one seems to be able to figure it out. After reading all these reviews has me worrying able my brake pads... I guess it will never end until I get rid of this car :(;It is fun to drive and handles the road well;volkswagen_rabbit
11/26/2008;Marissa;I have had my Rabbit for 2 years and have loved driving it. The problem with this car is that, when something happens to it (or even when you need an oil change), you'll be put in the poor house. Beware, the Rabbit is very high-maintenance and pricey once off-the-lot. I was lightly rear-ended, small dent: $900. I drove a dirt road leading to a mountain hiking trail and hit a bump, transmission needs to be replaced: $7000. Even an oil change: $90. I will be saving the $7000 needed to put in a new transmission and choosing a reliable, low-maintenance Japanese car, like I had before.;Fun to drive;volkswagen_rabbit
02/04/2007;Matt;I tried to find a better deal on a hatchback used and domestic (even went to car auctions). This two door appears to have more room than the four door Focus. What sold me was the vast range of features and powertrain. It is a huge improvement from the Mark IV Golf with its four wheel independent, five cylinder, and a very smooth shifting six speed Tiptronic transmission for only $17,000! The plastics on the exterior protect exactly where the car would get bumped in parking lots. Plus it has traction control, heated mirrors, ABS, cruise control, six airbags, laser wielded frame, and daytime running lights...the list goes on. I would love to sell these for a living.;"It even has orientation lighting that gives you that ""dark room"" ambiance. Six speed automatic sport mode is a lot of fun. ";volkswagen_rabbit
02/01/2007;2intwenty;I purchased the Rabbit a week ago, and am enjoying the well-designed interior and great drive very much. I find the car very well-named as it feels very much like a quick and nimble little rabbit. My only caution is the engine noise, and I feel the 2.5 to be quite thrashy-rattling around 2,000-2,500 RPM under acceleration. I am sincerely hoping that this is not due to a developing engine problem. Time will tell and I will update periodically. ;The wonderful VW interior and German fit- finish. This car truly is finished like a price class beyond. The 6-speed auto and great stereo are my other favorite features. Its handling is near top of the list too. I really am enjoying this little guy. ;volkswagen_rabbit
02/01/2007;eldaino;What a wonderful car. I have n complaints. It provides great bang for the buck. It's fun to drive and delivers unparalleled luxury and comfort for its price range. It has not let me down and I plan to run her into the ground.;Clear side blinkers on mirrors, perfect steering wheel, 10 speaker sound system, quiet engine and transmission, how the average mpg is higher than EPA estimates, and its great looking butt.;volkswagen_rabbit
02/01/2007;mikeg;I love this little car, for it gets me to work every day with no problems. It has a sweet sounding 5-cyl. engine with decent gas mileage. Its very comfortable and I moved a lot of stuff into the hatch with the seats folded down. It comes fully loaded and I just added 16 inch rims to mine. VW for life!;The exterior styling, VW quality, power everything, turning radius, signals in the mirrors, rear wiper, sweet revving motor, good handling, and nice, tight feel.;volkswagen_rabbit
01/29/2007;k8er07;The Rabbit is not only an attractive car, it is very safe. I was in an accident, and it saved my life. The Rabbit is very affordable, and is the perfect car for the city, a student, or especially someone directly out of school. ;The safety features!;volkswagen_rabbit
01/28/2007;ben;This car is better than any other compact car in the market today. It is awesome and I recommend it to anyone. It's priced a little bit higher than other compacts, but it has sooooooooooo many additional features that cars in a higher class have.;Everything;volkswagen_rabbit
01/26/2007;budderfly;I am one of those uncommon Americans that loves hatchbacks! I love the engine they put in these cars as well. It is very speedy, smooth and quiet. It has a nice interior, beautiful paint (United Gray in my case), and it is overall practical and classy. Nothing seems garish or cheesy about this car. I decided on the Rabbit over a Mini Cooper. I seriously inquired and test drove both cars. The Cooper was cool, but the engine lacked, and the styling struck me as over the top (semi-tacky). I also felt cramped and bit frightened for my safety. Traded in my 2005 Jetta. I get 25-30 mpg mostly highway driving. To me that is fairly decent, especially since the car is a 5 cylinder 2.5L. ;The sunroof, alloy wheels, heated seats, and 5-speed manual transmission.;volkswagen_rabbit
01/19/2007;Craig Vedder;I am very impressed with the pick up of the 2.5L Rabbit. This is also matched with a great feel of the road and the perfect amount of engine noise. It handles great and the seats are nice and snug to your body. The interior has a better fit and finish then a lot of the high end lines out there. Detail is key for me - they even put little VW logo's on the headlight assembly.;volkswagen_rabbit;volkswagen_rabbit
01/08/2007;Megan;After three months of driving my 5-speed, two door Rabbit I was in love with it. That is until last week when someone t-boned me at about 60 miles an hour. After the car spun 360 degrees, I got out and walked away. I work at a personal injury law firm and have seen plenty of similar accidents where people have permanent injuries, and all I ended up with was seatbelt burn. For the money, you can't get a better quality or safer car. I can guarantee when I get my settlement check from the insurance company I'll be buying myself another Rabbit.;volkswagen_rabbit;volkswagen_rabbit
12/27/2006;Uncle B;"I like it so far. I've only had it for a few weeks. It doesn't get the gas mileage stated but I was also told that it would take a few thousand miles for the engine to break in and then I would get the good gas mileage. It's getting about 23-24 mpg and I drive mostly around town. I noted some of my dislikes below but for the most part VW really did it right and most of it is all standard. That is what I love most is that all the ""extra"" features are already standard on this vehicle!! I show mine off to friends and they all ask how much this or that cost me extra and I say ""Nothing!""";My wife loves the heated seats. I love the 6 Disc CD changer and the red lights that glow just enough from over head to allow you to see the interior at night without it being a distraction. I also love the color of the stereo, dash and interior lights and the Tiptronic Auto Shift control.;volkswagen_rabbit
12/20/2006;noodles;This is an awesome little car, that's fun to drive. It has some pep to it. It has good cargo space and can haul 2 6' tall guys in the backseat comfortably.;The CD player and sound system.;volkswagen_rabbit
12/10/2006;Brandon;After searching for a low priced second car I couldn't have been more pleased with my selection. The Rabbit is a powerful, well equipped, and fun to drive vehicle. The commute to work is somewhat enjoyable while zipping through traffic in my sporty new VW. After driving a Hyundai Accent, Ford Focus, Honda Civic, and a Scion xA, I drove the Rabbit. Needless to say this car outperformed them all and had all the safety and convenience features included in the price. The Civic and the Hyundai had a/c available for an extra $900, what a deal! I'm happy with my purchase and I feel safe driving my two young children in this car.;The key is neat. It is so fun to flip it open and closed. The automatic transmission with the Tiptronic and sport settings makes driving fun. I also like the blue lights on the instrument panel. ;volkswagen_rabbit
12/10/2006;A. Kaplan;"I fell in love with the Rabbit when I first saw it, and probably bought it too quickly (especially with the great trade-in offer and the deal I got). After about 3,500 miles, I decided the car wasn't for me. I lost about $2,500 on the car but bought a fantastic 2004 Saab 9-3 lightly used for roughly the same price (what Rabbits are retailing for). I just didn't enjoy the ride, everything ""makes sense,"" and on paper the Rabbit is a technical marvel, but it's also not very fun to drive. Also, the gas mileage leaves A LOT to be desired. My new car gets 35 miles to the gallon on the highway and is faster, while the rabbit averaged 27 mpg on a 1,500 mile all-highway trip.";The good cup holders, build quality, and price.;volkswagen_rabbit
12/09/2006;jim;I am very impressed by this vehicle's performance capabilities. It picks up quick when you need the power. It was between the Matrix and the Rabbit. Both were similarly priced, but the Rabbit came in a bit less expensive and it is more fun to drive. This is my second Golf (Rabbit). My first Golf was purchased new in 1987. I had that car for over ten years. I finally sold it to a friend. We are still friends, haha.;The performance pickup is this car's best feature, followed closely by the car's very upscale interior. I like how the seats are designed to grab onto and hold the driver in place. The suspension over bumps is remarkable.;volkswagen_rabbit
12/09/2006;Great Hatch;For $15,000 how can you go wrong? I sell cars and I learn a lot in the business when it comes down to the fit and finish of a car. Besides the Honda Fit, this is the best bang for your buck. The power is untouched by any of the competition. Most cars in this segment have 110 HP. When it comes down to the interior quality build, you have a car with high quality material and of course a lot of features you would have to pay more for in other cars. This is the best $15,000 brand new car you can have. The only downside is the gas mileage, but who really cars when you compare the fun factor of a 150 hp car to a 110 hp car. Get one.;The fit and finish and yeah the horsepower.;volkswagen_rabbit
12/08/2006;Rabbit Girl;Going from a 2003 Jetta 1.8T with 180 hp, my new Rabbit is a bit of a change. The peppiness isn't as much as my previous Turbo Jetta and the tires are not very smooth. Its ride is a bit noisy with the 5-cyl engine. Other then that, it isn't too bad for the price. It is better than a Japanese vehicle, despite what they always say about reliability. The Rabbit has it.;The blue dashboard lights. The hatchback with the VW logo as the actual handle to open the hatch is a super cool idea. The radio memory buttons where you save your radio stations actually shows you what station is saved, which is fantastic. One less thing for me to remember.;volkswagen_rabbit
12/03/2006;steve;I have had my '07 Rabbit for over a month now and it's been great. I test drove many cars in this segment such as the Mazda3, Toyota Corolla, Honda Civic, and Hyundai Elantra just to name a few. The rabbit was by far the best value as far as safety and standard features for the money are concerned. This is a car that I actually look forward to driving. It feels and drives like I spent twice as much as I did. It feels like a BMW 3-Series at half the cost. This is my first German car and I am very impressed. This really is a driver's car. It's a very well built, solid, fun to drive car with every safety feature in the book and a great warranty to match. What more can you ask for? I think VW has begun to turn things around with Rabbit.;The interior lighting at night, handling, looks, great stereo system, eight airbags, engine power, and smooth ride...;volkswagen_rabbit
12/02/2006;kendall;I have owned my Rabbit for one month now. I've put just over 1,100 miles on it and have loved every minute of it. The car is responsive and fun to drive. I'm really happy with my Rabbit. I just wish it got better gas mileage. I drive 30 miles one way to work every day. So far I have been getting around 25 MPG average. ;It has a nice audio system. It is fun to drive, with it's 2.5L 5-cyl. engine. The car is very light so the 2.5 gives it a nice punch. ;volkswagen_rabbit
11/29/2006;Mike in PA;"I traded a Dodge Ram 4x4 for this Sage Green Rabbit. The other cars in my house are the 325xi and 525i. This is no BMW, but it is one heckuva fun way to get 30 mpg and decent urban transportation. It has tons of room for 6' 2"" me and even my 6' kid in the backseat. My first fill up was 28 mpg and that's with an automatic. It is a little noisy on the highway, but it's a $16,000 car, not a $40,000 BMW. Its utility, mpg, maneuverability, and feel are great.";Cruise control, stereo, night lighting, keyless entry, tilt/tele wheel.;volkswagen_rabbit
11/27/2006;Hopping happy!;I absolutely love this car. The handling is great. The head room is spectacular, and I am 6' 2''. The amenities are unbeatable for the $15,000 price tag. Its highway gas mileage of 30 mpg is acceptable for a car that has this much pep. The 5-speed shifts smoothly. The car is a blast to drive, and corners superbly. ;The handling, headroom/legroom, telescoping wheel, great stopping power, and great stereo with 12 speakers.;volkswagen_rabbit
11/25/2006;Gina;I just bought the 2dr manual, sage green Rabbit. I absolutely loved it until yesterday when suddenly the car left me in the middle of an intersection and gas started leaking from underneath the passenger's seat. I have 788 miles on the car. So much for German quality control? Anybody out there has experienced the same thing?;volkswagen_rabbit;volkswagen_rabbit
11/25/2006;Mauri Trevino;Civic? Mazda3? Rabbit? I too looked at each, but in the end the Rabbit was simply better. Feel the solid laser-welded construction of the Rabbit over a rough road. No goofy-fad interior either, clean, functional design with everything in clear view and reach. The most underrated: the engine. Some say 2.5L should have more horsepower, but then they haven't felt the Rabbit's torque. It pulls strong without winding revs. The 2.5L engine allows torque on tap and makes the driving experience something the others can't touch. Who wants to rev to 7,000 every time you want to pass? Not the people driving Rabbits! Oh, about the weight, yes its a little high but check out the crash test ratings. More metal is safer!;The safety, optional rear thorax bags, fold down passenger seat, laser welded unibody, shifter feel, 5-cyl. sound, and the interior at night, Wow! I also love the low road noise, traction control, rear passenger air vents, adjustable armrest, full size spare, and the slot for the owner's manual in the glove box.;volkswagen_rabbit
11/22/2006;af britton;I used to drive a Suzuki Forenza. Don't get me wrong, that was a nice car but there was no aftermarket parts and no horsepower or performance in that car at all. The new Rabbit beats out any car you can find for the price. With the new engine being in the Jetta also you can find all kinds of parts for it. VW makes a number of cosmetic parts which lets you make your car unique. There are a lot of cars out there now days that say they get incredible gas mileage. I have driven those cars and I am not going to pay up to $10,000 more for a lot less of a car. This car get great gas mileage. I am very pleased with what VW has done.;"All the ""standard"" options that would cost you thousands more in upgrade packages in other cars. For example, the 6 airbags, LED interior lights, a full size spare tire, blinker lights on the mirrors, outside temperature display, telescoping steering wheel, MP3, 10 speaker stereo, the speed and performance, and many more.";volkswagen_rabbit
11/21/2006;Kqwen Plasencia;I remember the earlier GTI Rabbit and dreamed of it's return. I went from an '02 Golf GLS to an '05 Jetta GLS (prior to march '05) waiting for more horsepower at an affordable price. I was able to opt out of my current lease and purchase the 2007 Rabbit. The car handles like a dream. It pounces on command, zips when needed and delivers a smooth transition into cruise control, an upgrade in my eyes.;The 150 horses in such a stylish and compact,roomy affordable car. The sound system is awesome the bucket seats hug you. Merging into traffic is a breeze. Oh yeah, let's not forget the overdrive, what a great feature.;volkswagen_rabbit
11/21/2006;Brian;I traded in a '01 Audi A4 for my '07 5-door Rabbit. I loved my A4, but I love the Rabbit more. The only feature missing from my Audi is the Homelink and auto-dim mirrors. Everything else is just as good or better. This was definitely not a step down. Everything about this car is just right and the value is unbeatable. It's quick, fast, and super comfortable. You're not likely to come across many others out on the roads, so it's cool to be driving a unique car. I agree with the poster that said if they made this any nicer, it would be an Audi. I thought I might regret not getting the GTI, but I definitely do not. While I love the 2.0T, this 2.5 is a fantastic engine.;Sport Mode (auto), torque (minus the chirping tires!). Everything.;volkswagen_rabbit
